filename,words,year_float,characters,num_pages,orientation,year,words_per_page,chars_per_word,appx_start,ref_start,appx_len_chars,ref_len_chars,appx_len_words,ref_len_words,appx_prop_words,ref_prop_words,appx_prop_chars,ref_prop_chars,ref_words_per_char,appx_words_per_char,body_len_chars,body_len_words
2010/p425-burke,9289,2010.0,64047,10,0.0,2010,928.9,6.894929486489396,False,55785,0,8262,0,1102,0.0,0.11863494455807945,0.0,0.1289990163473699,7.497277676950998,,55785,8187
2010/p435-grimes,8558,2010.0,57468,10,0.0,2010,855.8,6.715120355223183,False,50427,0,7041,0,950,0.0,0.11100724468333723,0.0,0.12252035915640008,7.4115789473684215,,50427,7608
2010/p445-roberson,2757,2010.0,17401,4,0.0,2010,689.25,6.311570547696772,False,15975,0,1426,0,187,0.0,0.06782734856728329,0.0,0.08194931325785874,7.625668449197861,,15975,2570
2010/p51-stoll,8268,2010.0,58273,10,0.0,2010,826.8,7.048016448959845,False,51581,0,6692,0,886,0.0,0.10716013546202226,0.0,0.11483877610557205,7.553047404063205,,51581,7382
2010/p5-toma,2944,2010.0,20327,4,0.0,2010,736.0,6.904551630434782,False,19002,0,1325,0,174,0.0,0.059103260869565216,0.0,0.06518423771338613,7.614942528735632,,19002,2770
2010/p61-priedhorsky,8934,2010.0,58877,10,0.0,2010,893.4,6.590217147974032,False,55622,0,3255,0,471,0.0,0.05271994627266622,0.0,0.055284746165735345,6.910828025477707,,55622,8463
2010/p71-raban,7888,2010.0,55927,10,0.0,2010,788.8,7.0901369168357,False,51916,0,4011,0,577,0.0,0.07314908722109534,0.0,0.071718490174692,6.951473136915078,,51916,7311
2010/p81-dickey,9215,2010.0,61338,10,0.0,2010,921.5,6.656321215409658,False,55625,0,5713,0,817,0.0,0.088659793814433,0.0,0.09313965241775082,6.99265605875153,,55625,8398
2010/p91-takayama,2894,2010.0,19988,4,0.0,2010,723.5,6.906703524533517,False,17232,0,2756,0,370,0.0,0.12785072563925362,0.0,0.13788272963778267,7.448648648648649,,17232,2524
2010/p95-inkpen,3179,2010.0,22352,4,0.0,2010,794.75,7.031141868512111,False,20962,0,1390,0,194,0.0,0.061025479710600815,0.0,0.06218682891911238,7.164948453608248,,20962,2985
2010/p99-tucker,3461,2010.0,23935,4,0.0,2010,865.25,6.915631320427622,False,22854,0,1081,0,149,0.0,0.0430511412886449,0.0,0.04516398579486108,7.25503355704698,,22854,3312
2010/p9-warkentin,3109,2010.0,22060,4,0.0,2010,777.25,7.095529109038276,False,20982,0,1078,0,149,0.0,0.04792537793502734,0.0,0.04886672710788758,7.23489932885906,,20982,2960
2011/p105-aspin,5829,2011.0,40950,8,0.0,2011,728.625,7.025218733916624,False,36756,0,4194,0,550,0.0,0.09435580717104135,0.0,0.10241758241758242,7.625454545454545,,36756,5279
2011/p113-park,8360,2011.0,60266,10,0.0,2011,836.0,7.208851674641148,False,56520,0,3746,0,537,0.0,0.06423444976076555,0.0,0.06215776723193841,6.975791433891993,,56520,7823
2011/p123-brubaker,7753,2011.0,50809,10,0.0,2011,775.3,6.55346317554495,False,46883,0,3926,0,571,0.0,0.0736489100993164,0.0,0.07726977503985515,6.8756567425569175,,46883,7182
2011/p133-diakopoulos,9056,2011.0,60093,10,0.0,2011,905.6,6.63571113074205,False,54511,0,5582,0,750,0.0,0.08281802120141343,0.0,0.09288935483334165,7.442666666666667,,54511,8306
2011/p143-bird,5838,2011.0,39890,8,0.0,2011,729.75,6.832819458718739,False,34941,0,4949,0,652,0.0,0.1116820829051045,0.0,0.12406618200050137,7.590490797546012,,34941,5186
2011/p151-hu,4250,2011.0,30704,7,0.0,2011,607.1428571428571,7.224470588235294,False,28447,0,2257,0,288,0.0,0.06776470588235294,0.0,0.07350833767587285,7.836805555555555,,28447,3962
2011/p159-chi,6338,2011.0,43283,8,0.0,2011,792.25,6.8291259072262545,False,40133,0,3150,0,467,0.0,0.0736825497002209,0.0,0.07277684079199685,6.745182012847966,,40133,5871
2011/p167-gutwin,8195,2011.0,56341,10,0.0,2011,819.5,6.875045759609518,False,52534,0,3807,0,484,0.0,0.05906040268456376,0.0,0.06757068564633216,7.865702479338843,,52534,7711
2011/p177-savery,8137,2011.0,54127,10,0.0,2011,813.7,6.651960181885216,False,49941,0,4186,0,581,0.0,0.07140223669657121,0.0,0.07733663421213073,7.204819277108434,,49941,7556
2011/p17-cheok,5559,2011.0,36503,8,0.0,2011,694.875,6.566468789350602,False,28893,0,7610,0,1181,0.0,0.21244828206511962,0.0,0.20847601566994495,6.443691786621507,,28893,4378
2011/p187-zhao,8450,2011.0,53012,10,0.0,2011,845.0,6.273609467455621,False,49354,0,3658,0,509,0.0,0.06023668639053254,0.0,0.06900324454840413,7.18664047151277,,49354,7941
2011/p197-xu,8662,2011.0,55059,10,0.0,2011,866.2,6.356384206880628,False,50600,0,4459,0,640,0.0,0.07388593858231356,0.0,0.08098585154107411,6.9671875,,50600,8022
2011/p207-silfverberg,8865,2011.0,56184,10,0.0,2011,886.5,6.337732656514382,False,51448,0,4736,0,661,0.0,0.0745628877608573,0.0,0.08429446105652855,7.164901664145234,,51448,8204
2011/p217-minamikawa,3303,2011.0,24319,4,0.0,2011,825.75,7.362700575234635,False,21900,0,2419,0,330,0.0,0.09990917347865577,0.0,0.09946955055717752,7.33030303030303,,21900,2973
2011/p221-reynolds,3506,2011.0,25577,4,0.0,2011,876.5,7.295208214489446,False,23955,0,1622,0,217,0.0,0.061893896177980606,0.0,0.06341635062751691,7.474654377880184,,23955,3289
2011/p225-oneill,8104,2011.0,52336,10,0.0,2011,810.4,6.458045409674235,False,47643,0,4693,0,638,0.0,0.07872655478775913,0.0,0.08967059003362886,7.355799373040752,,47643,7466
2011/p235-tang,9099,2011.0,60947,10,0.0,2011,909.9,6.698208594351027,False,58163,0,2784,0,375,0.0,0.041213320145070884,0.0,0.0456790326020969,7.424,,58163,8724
2011/p245-jackson,8113,2011.0,55899,10,0.0,2011,811.3,6.890053001355849,False,48863,0,7036,0,985,0.0,0.12141008258350795,0.0,0.12586987244852324,7.143147208121827,,48863,7128
2011/p255-semaan,9268,2011.0,59209,10,0.0,2011,926.8,6.388541217091066,False,54358,0,4851,0,692,0.0,0.07466551575312905,0.0,0.08193011197621983,7.0101156069364166,,54358,8576
2011/p25-qu,7221,2011.0,53310,10,0.0,2011,722.1,7.382633984212713,False,48846,0,4464,0,652,0.0,0.0902922032959424,0.0,0.08373663477771524,6.846625766871166,,48846,6569
2011/p265-wang,7599,2011.0,52911,10,0.0,2011,759.9,6.962889853928148,False,47568,0,5343,0,746,0.0,0.09817081194894064,0.0,0.1009808924420253,7.162198391420912,,47568,6853
2011/p275-shaw,7478,2011.0,51466,10,0.0,2011,747.8,6.88232147633057,False,46816,0,4650,0,645,0.0,0.08625300882588928,0.0,0.09035091128123421,7.209302325581396,,46816,6833
2011/p285-guy,7989,2011.0,52390,10,0.0,2011,798.9,6.557766929528101,False,47231,0,5159,0,742,0.0,0.0928777068469145,0.0,0.09847299102882229,6.952830188679245,,47231,7247
2011/p295-shami,7842,2011.0,52125,10,0.0,2011,784.2,6.6469013006886,False,47633,0,4492,0,688,0.0,0.08773272124458047,0.0,0.08617745803357314,6.52906976744186,,47633,7154
2011/p305-johri,3045,2011.0,19865,4,0.0,2011,761.25,6.523809523809524,False,18449,0,1416,0,203,0.0,0.06666666666666667,0.0,0.07128114774729423,6.975369458128079,,18449,2842
2011/p309-handel,3108,2011.0,21465,4,0.0,2011,777.0,6.906370656370656,False,19301,0,2164,0,316,0.0,0.10167310167310167,0.0,0.10081528068949452,6.848101265822785,,19301,2792
2011/p313-thomsantelli,4719,2011.0,37604,4,0.0,2011,1179.75,7.968637423182877,False,36221,0,1383,0,183,0.0,0.03877940241576605,0.0,0.03677800234017658,7.557377049180328,,36221,4536
2011/p317-marlow,3115,2011.0,21875,4,0.0,2011,778.75,7.022471910112359,False,19649,0,2226,0,301,0.0,0.09662921348314607,0.0,0.10176,7.395348837209302,,19649,2814
2011/p321-farzan,7589,2011.0,53259,10,0.0,2011,758.9,7.017920674660693,False,48415,0,4844,0,675,0.0,0.08894452497035182,0.0,0.09095176402110441,7.176296296296297,,48415,6914
2011/p331-munson,7891,2011.0,51307,10,0.0,2011,789.1,6.501964263084527,False,48514,0,2793,0,381,0.0,0.04828285388417184,0.0,0.054437016391525525,7.330708661417323,,48514,7510
2011/p341-newman,8617,2011.0,56697,10,0.0,2011,861.7,6.579668097945921,False,52798,0,3899,0,552,0.0,0.06405941743066032,0.0,0.06876907067393337,7.063405797101449,,52798,8065
2011/p351-kow,3229,2011.0,21081,4,0.0,2011,807.25,6.5286466398265715,False,19391,0,1690,0,242,0.0,0.07494580365438216,0.0,0.0801669750011859,6.983471074380165,,19391,2987
2011/p355-shamma,3426,2011.0,21922,4,0.0,2011,856.5,6.39871570344425,False,20019,0,1903,0,285,0.0,0.08318739054290718,0.0,0.08680777301341118,6.67719298245614,,20019,3141
2011/p359-farnham,6634,2011.0,45939,10,0.0,2011,663.4,6.924781429002111,False,41602,0,4337,0,562,0.0,0.08471510400964727,0.0,0.09440780165001415,7.717081850533808,,41602,6072
2011/p35-liao,8503,2011.0,56207,10,0.0,2011,850.3,6.610255204045631,False,52349,0,3858,0,568,0.0,0.0667999529577796,0.0,0.06863913747398011,6.792253521126761,,52349,7935
2011/p369-brubaker,8293,2011.0,57601,10,0.0,2011,829.3,6.945737368865308,False,52797,0,4804,0,636,0.0,0.07669118533703123,0.0,0.08340132983802365,7.553459119496855,,52797,7657
2011/p379-kivran-swaine,3317,2011.0,21959,4,0.0,2011,829.25,6.6201386795296955,False,20369,0,1590,0,234,0.0,0.07054567380162798,0.0,0.07240766883737876,6.794871794871795,,20369,3083
2011/p383-inkpen,3700,2011.0,25417,4,0.0,2011,925.0,6.86945945945946,False,23028,0,2389,0,338,0.0,0.09135135135135135,0.0,0.09399220993823032,7.068047337278107,,23028,3362
2011/p387-tang,3090,2011.0,21868,4,0.0,2011,772.5,7.0770226537216825,False,20271,0,1597,0,199,0.0,0.06440129449838188,0.0,0.07302908359246388,8.025125628140703,,20271,2891
2011/p391-patil,3329,2011.0,22027,4,0.0,2011,832.25,6.616701712225893,False,19922,0,2105,0,315,0.0,0.09462300991288675,0.0,0.09556453443501157,6.682539682539683,,19922,3014
2011/p395-guo,9267,2011.0,59889,10,0.0,2011,926.7,6.462609258659761,False,52054,0,7835,0,1050,0.0,0.11330527678860472,0.0,0.13082536024979546,7.461904761904762,,52054,8217
2011/p405-murphy-hill,9408,2011.0,66142,10,0.0,2011,940.8,7.030399659863946,False,63554,0,2588,0,357,0.0,0.03794642857142857,0.0,0.039127936863112694,7.249299719887955,,63554,9051
2011/p415-moore,8337,2011.0,58258,10,0.0,2011,833.7,6.9878853304546,False,53116,0,5142,0,691,0.0,0.08288353124625165,0.0,0.08826255621545538,7.441389290882778,,53116,7646
2011/p425-conversy,7527,2011.0,50726,10,0.0,2011,752.7,6.739205526770293,False,46918,0,3808,0,549,0.0,0.07293742526903149,0.0,0.07506998383471987,6.936247723132969,,46918,6978
2011/p435-gergle,7308,2011.0,50837,10,0.0,2011,730.8,6.9563492063492065,False,44697,0,6140,0,895,0.0,0.12246852764094143,0.0,0.120778173377658,6.860335195530726,,44697,6413
2011/p445-marshall,7970,2011.0,49747,10,0.0,2011,797.0,6.241781681304893,False,44469,0,5278,0,746,0.0,0.09360100376411544,0.0,0.10609685006131023,7.075067024128686,,44469,7224
2011/p455-bardram,8363,2011.0,53515,10,0.0,2011,836.3,6.399019490613417,False,49722,0,3793,0,528,0.0,0.0631352385507593,0.0,0.07087732411473419,7.183712121212121,,49722,7835
2011/p45-yang,8410,2011.0,55114,10,0.0,2011,841.0,6.553388822829964,False,49689,0,5425,0,767,0.0,0.09120095124851367,0.0,0.09843234024022934,7.073011734028683,,49689,7643
2011/p465-sarcevic,8506,2011.0,57183,10,0.0,2011,850.6,6.722666353162474,False,52628,0,4555,0,642,0.0,0.07547613449329885,0.0,0.07965654127975097,7.095015576323988,,52628,7864
2011/p475-liu,8134,2011.0,55849,10,0.0,2011,813.4,6.8661175313498894,False,49941,0,5908,0,800,0.0,0.09835259404966806,0.0,0.10578524234990778,7.385,,49941,7334
2011/p485-chen,3157,2011.0,21125,4,0.0,2011,789.25,6.6914792524548625,False,19938,0,1187,0,168,0.0,0.05321507760532151,0.0,0.05618934911242603,7.065476190476191,,19938,2989
2011/p489-bardam,5370,2011.0,36915,7,0.0,2011,767.1428571428571,6.874301675977653,False,34358,0,2557,0,349,0.0,0.06499068901303538,0.0,0.06926723554110795,7.326647564469914,,34358,5021
2011/p497-wagner,6331,2011.0,44888,8,0.0,2011,791.375,7.090191123045332,False,35590,0,9298,0,1277,0.0,0.20170589164429,0.0,0.2071377651042595,7.281127642913077,,35590,5054
2011/p505-wulf,6459,2011.0,44529,8,0.0,2011,807.375,6.894101254064097,False,34891,0,9638,0,1349,0.0,0.20885586004025392,0.0,0.21644321678007591,7.144551519644181,,34891,5110
2011/p513-howison,9127,2011.0,59519,10,0.0,2011,912.7,6.521200832694204,False,55984,0,3535,0,475,0.0,0.05204338775063,0.0,0.059392798938154204,7.442105263157894,,55984,8652
2011/p523-balakrishnan,7853,2011.0,54538,10,0.0,2011,785.3,6.944861836240927,False,48749,0,5789,0,807,0.0,0.10276327518145932,0.0,0.10614617331035242,7.173482032218092,,48749,7046
2011/p533-vertesi,9158,2011.0,61205,10,0.0,2011,915.8,6.683227778991046,False,55121,0,6084,0,833,0.0,0.09095872461236078,0.0,0.09940364349317866,7.303721488595438,,55121,8325
2011/p543-junuzovic,8829,2011.0,59024,10,0.0,2011,882.9,6.685241816740287,False,56445,0,2579,0,342,0.0,0.03873598369011213,0.0,0.04369409053944159,7.54093567251462,,56445,8487
2011/p553-alves,7865,2011.0,52800,10,0.0,2011,786.5,6.713286713286713,False,47310,0,5490,0,751,0.0,0.09548633184996821,0.0,0.10397727272727272,7.310252996005326,,47310,7114
2011/p55-ames,9824,2011.0,63770,10,0.0,2011,982.4,6.4912459283387625,False,60505,0,3265,0,463,0.0,0.047129478827361564,0.0,0.05119962364748314,7.05183585313175,,60505,9361
2011/p563-shao,9360,2011.0,57287,10,0.0,2011,936.0,6.120405982905983,False,54635,0,2652,0,373,0.0,0.03985042735042735,0.0,0.046293225339082165,7.109919571045577,,54635,8987
2011/p65-bales,9273,2011.0,58946,10,0.0,2011,927.3,6.3567346058449266,False,53979,0,4967,0,730,0.0,0.07872317480858407,0.0,0.08426356326128999,6.804109589041096,,53979,8543
2011/p709-schwanda,2079,2011.0,16135,4,0.0,2011,519.75,7.760942760942761,False,14990,0,1145,0,148,0.0,0.07118807118807119,0.0,0.07096374341493647,7.736486486486487,,14990,1931
2011/p75-alsheikh,9508,2011.0,61663,10,0.0,2011,950.8,6.4853807320151455,False,54461,0,7202,0,1032,0.0,0.1085401766933109,0.0,0.11679613382417332,6.978682170542636,,54461,8476
2011/p85-gutwin,7871,2011.0,55066,10,0.0,2011,787.1,6.996061491551264,False,50638,0,4428,0,603,0.0,0.07661034176089443,0.0,0.08041259579413794,7.343283582089552,,50638,7268
2011/p95-yamashita,7057,2011.0,48453,10,0.0,2011,705.7,6.865948703415049,False,43218,0,5235,0,699,0.0,0.09905058806858438,0.0,0.10804284564423255,7.489270386266094,,43218,6358
2011/p9-cutrell,6167,2011.0,40754,8,0.0,2011,770.875,6.608399545970488,False,34699,0,6055,0,827,0.0,0.1341008594130047,0.0,0.14857437306767435,7.321644498186215,,34699,5340
2012/p1003-kulkarni,6624,2012.0,47695,10,0.0,2012,662.4,7.200332125603865,False,44696,0,2999,0,411,0.0,0.06204710144927536,0.0,0.06287870846000629,7.29683698296837,,44696,6213
2012/p1013-dow,7848,2012.0,55706,10,0.0,2012,784.8,7.098114169215087,False,49924,0,5782,0,800,0.0,0.1019367991845056,0.0,0.10379492334757477,7.2275,,49924,7048
2012/p1023-chia,10213,2012.0,68828,10,0.0,2012,1021.3,6.739253892098306,False,64963,0,3865,0,539,0.0,0.05277587388622344,0.0,0.0561544720172023,7.170686456400742,,64963,9674
2012/p1033-kittur,2805,2012.0,18803,4,0.0,2012,701.25,6.703386809269162,False,17871,0,932,0,135,0.0,0.0481283422459893,0.0,0.04956655852789448,6.9037037037037035,,17871,2670
2012/p1037-gilbert,10446,2012.0,68109,10,0.0,2012,1044.6,6.520103388856978,False,62967,0,5142,0,727,0.0,0.06959601761439786,0.0,0.07549663040126856,7.072902338376891,,62967,9719
2012/p1047-gilbert,9038,2012.0,57843,10,0.0,2012,903.8,6.399977871210445,False,53404,0,4439,0,613,0.0,0.06782473998672273,0.0,0.07674221599847864,7.241435562805873,,53404,8425
2012/p1057-panovich,7432,2012.0,48153,10,0.0,2012,743.2,6.479144241119483,False,44508,0,3645,0,529,0.0,0.07117868675995695,0.0,0.0756962183041555,6.890359168241966,,44508,6903
2012/p1067-thom,2795,2012.0,19458,4,0.0,2012,698.75,6.961717352415027,False,17556,0,1902,0,251,0.0,0.08980322003577818,0.0,0.09774899784150477,7.577689243027889,,17556,2544
2012/p1071-harry,9757,2012.0,61498,10,0.0,2012,975.7,6.302961976017218,False,57669,0,3829,0,545,0.0,0.05585733319667931,0.0,0.06226218738820775,7.0256880733944955,,57669,9212
2012/p107-jackson,8141,2012.0,54230,10,0.0,2012,814.1,6.661343815256111,False,48987,0,5243,0,698,0.0,0.08573885272079597,0.0,0.09668080398303522,7.511461318051576,,48987,7443
2012/p1081-nowak,6987,2012.0,48033,10,0.0,2012,698.7,6.874624302275655,False,43010,0,5023,0,674,0.0,0.09646486331758981,0.0,0.10457393875044241,7.4525222551928785,,43010,6313
2012/p1091-mentis,9023,2012.0,56709,10,0.0,2012,902.3,6.284938490524216,False,53355,0,3354,0,484,0.0,0.05364069599911338,0.0,0.05914405120880283,6.929752066115703,,53355,8539
2012/p1101-barksdale,3017,2012.0,20425,4,0.0,2012,754.25,6.769970169042095,False,18223,0,2202,0,315,0.0,0.10440835266821345,0.0,0.10780905752753978,6.9904761904761905,,18223,2702
2012/p1105-borge,7828,2012.0,52259,10,0.0,2012,782.8,6.675907000510986,False,47524,0,4735,0,651,0.0,0.08316300459887584,0.0,0.0906064027248895,7.2734254992319505,,47524,7177
2012/p1115-lewis,9268,2012.0,62301,10,0.0,2012,926.8,6.7221622788088045,False,55292,0,7009,0,934,0.0,0.10077686663789383,0.0,0.11250220702717452,7.504282655246253,,55292,8334
2012/p1125-nussli,8479,2012.0,55549,10,0.0,2012,847.9,6.551362188937374,False,50121,0,5428,0,746,0.0,0.08798207335770727,0.0,0.09771553043259104,7.2761394101876675,,50121,7733
2012/p1135-lee,7985,2012.0,51854,10,0.0,2012,798.5,6.493926111458985,False,43777,0,8077,0,1149,0.0,0.14389480275516595,0.0,0.15576426119489337,7.029590948651001,,43777,6836
2012/p1145-sosik,8125,2012.0,53474,10,0.0,2012,812.5,6.581415384615385,False,48607,0,4867,0,661,0.0,0.08135384615384615,0.0,0.09101619478625127,7.363086232980333,,48607,7464
2012/p1155-rosner,8794,2012.0,57214,10,0.0,2012,879.4,6.506026836479418,False,51537,0,5677,0,793,0.0,0.09017511939959064,0.0,0.09922396616212815,7.158890290037831,,51537,8001
2012/p1165-oleksik,7720,2012.0,54328,10,0.0,2012,772.0,7.037305699481865,False,51184,0,3144,0,456,0.0,0.05906735751295337,0.0,0.05787071123545869,6.894736842105263,,51184,7264
2012/p1175-mellis,3146,2012.0,21218,4,0.0,2012,786.5,6.744437380801017,False,19697,0,1521,0,212,0.0,0.06738715829624921,0.0,0.07168441888962201,7.1745283018867925,,19697,2934
2012/p1179-harboe,3338,2012.0,21692,4,0.0,2012,834.5,6.49850209706411,False,19404,0,2288,0,306,0.0,0.09167165967645297,0.0,0.10547667342799188,7.477124183006536,,19404,3032
2012/p117-nguyen,7901,2012.0,53305,10,0.0,2012,790.1,6.7466143526135935,False,47592,0,5713,0,809,0.0,0.10239210226553601,0.0,0.10717568708376325,7.061804697156984,,47592,7092
2012/p1183-xu,3045,2012.0,19833,4,0.0,2012,761.25,6.5133004926108375,False,16917,0,2916,0,399,0.0,0.1310344827586207,0.0,0.14702768113749812,7.30827067669173,,16917,2646
2012/p1187-wash,3828,2012.0,24233,4,0.0,2012,957.0,6.330459770114943,False,21775,0,2458,0,346,0.0,0.0903866248693835,0.0,0.10143193166343416,7.104046242774566,,21775,3482
2012/p1191-ambati,3314,2012.0,22586,4,0.0,2012,828.5,6.815328907664454,False,20665,0,1921,0,278,0.0,0.08388654194327097,0.0,0.08505268750553441,6.910071942446043,,20665,3036
2012/p1195-lindseth,3243,2012.0,21070,4,0.0,2012,810.75,6.497070613629355,False,18298,0,2772,0,381,0.0,0.11748381128584644,0.0,0.13156146179401992,7.275590551181103,,18298,2862
2012/p1199-lung,3493,2012.0,23822,4,0.0,2012,873.25,6.819925565416548,False,23192,0,630,0,88,0.0,0.02519324363011738,0.0,0.026446142221475948,7.159090909090909,,23192,3405
2012/p1203-tripathi,8467,2012.0,58671,10,0.0,2012,846.7,6.9293728593362465,False,49731,0,8940,0,1246,0.0,0.1471595606472186,0.0,0.15237510865674694,7.174959871589085,,49731,7221
2012/p1213-oren,8086,2012.0,54779,10,0.0,2012,808.6,6.774548602522879,False,48109,0,6670,0,885,0.0,0.10944842938412071,0.0,0.12176198908340788,7.536723163841808,,48109,7201
2012/p1223-nobarany,7282,2012.0,51536,10,0.0,2012,728.2,7.0771765998352105,False,45721,0,5815,0,758,0.0,0.10409228234001648,0.0,0.11283374728345234,7.671503957783641,,45721,6524
2012/p1233-suzuki,3022,2012.0,23154,4,0.0,2012,755.5,7.661813368630046,False,21436,0,1718,0,242,0.0,0.0800794176042356,0.0,0.07419884253260775,7.099173553719008,,21436,2780
2012/p1237-kim,9090,2012.0,60793,10,0.0,2012,909.0,6.687898789878988,False,56186,0,4607,0,636,0.0,0.06996699669966996,0.0,0.0757817511884592,7.2437106918239,,56186,8454
2012/p1247-li,8041,2012.0,54862,10,0.0,2012,804.1,6.822783235915931,False,47955,0,6907,0,899,0.0,0.11180201467479169,0.0,0.12589770697386168,7.682981090100111,,47955,7142
2012/p1257-koehne,8527,2012.0,55919,10,0.0,2012,852.7,6.557874985340683,False,51068,0,4851,0,674,0.0,0.07904303975606895,0.0,0.08675047837050019,7.1973293768546,,51068,7853
2012/p1267-poelman,7471,2012.0,52156,10,0.0,2012,747.1,6.981127024494713,False,48586,0,3570,0,486,0.0,0.06505153259269174,0.0,0.06844850065189048,7.345679012345679,,48586,6985
2012/p1277-dabbish,8405,2012.0,57506,10,0.0,2012,840.5,6.841879833432481,False,53152,0,4354,0,616,0.0,0.07328970850684116,0.0,0.07571383855597677,7.068181818181818,,53152,7789
2012/p127-benford,9075,2012.0,57212,10,0.0,2012,907.5,6.30435261707989,False,52082,0,5130,0,693,0.0,0.07636363636363637,0.0,0.08966650353072782,7.402597402597403,,52082,8382
2012/p1287-roy,8130,2012.0,55426,10,0.0,2012,813.0,6.817466174661747,False,51084,0,4342,0,576,0.0,0.07084870848708487,0.0,0.07833868581532133,7.538194444444445,,51084,7554
2012/p1297-bartel,8291,2012.0,56141,10,0.0,2012,829.1,6.771318296948499,False,52675,0,3466,0,465,0.0,0.056084911349656257,0.0,0.06173741116118345,7.453763440860215,,52675,7826
2012/p1307-lautamaki,6091,2012.0,39643,10,0.0,2012,609.1,6.508455097685109,False,36434,0,3209,0,459,0.0,0.07535708422262355,0.0,0.08094745604520344,6.991285403050109,,36434,5632
2012/p1317-schroeter,8797,2012.0,57599,10,0.0,2012,879.7,6.547573036262362,False,51695,0,5904,0,857,0.0,0.09741957485506422,0.0,0.10250177954478376,6.889148191365227,,51695,7940
2012/p1327-liu,7570,2012.0,49874,10,0.0,2012,757.0,6.588375165125496,False,46782,0,3092,0,386,0.0,0.05099075297225892,0.0,0.06199623050086217,8.010362694300518,,46782,7184
2012/p1337-grubb,9334,2012.0,64578,10,0.0,2012,933.4,6.918577244482537,False,56063,0,8515,0,1231,0.0,0.13188343689736448,0.0,0.13185605004800396,6.917140536149472,,56063,8103
2012/p1347-lee,3293,2012.0,22890,4,0.0,2012,823.25,6.951108411782569,False,20901,0,1989,0,280,0.0,0.08502884907379289,0.0,0.08689384010484928,7.103571428571429,,20901,3013
2012/p1351-blincoe,8656,2012.0,57486,10,0.0,2012,865.6,6.641173752310536,False,53168,0,4318,0,601,0.0,0.06943160813308688,0.0,0.07511394078558258,7.184692179700499,,53168,8055
2012/p1361-sim,7758,2012.0,53372,10,0.0,2012,775.8,6.879608146429492,False,48654,0,4718,0,630,0.0,0.08120649651972157,0.0,0.08839841115191487,7.488888888888889,,48654,7128
2012/p1371-phillips,9329,2012.0,60375,10,0.0,2012,932.9,6.471754743273663,False,56115,0,4260,0,569,0.0,0.06099260370886483,0.0,0.07055900621118012,7.486818980667838,,56115,8760
2012/p137-oreglia,9697,2012.0,57373,10,0.0,2012,969.7,5.916572135712076,False,54774,0,2599,0,388,0.0,0.04001237496132824,0.0,0.045300054032384574,6.698453608247423,,54774,9309
2012/p1381-brown,9307,2012.0,60225,10,0.0,2012,930.7,6.470935854732996,False,55778,0,4447,0,583,0.0,0.06264102288599979,0.0,0.07383976753839767,7.62778730703259,,55778,8724
2012/p1391-sun,8270,2012.0,55523,10,0.0,2012,827.0,6.713784764207981,False,52535,0,2988,0,398,0.0,0.04812575574365175,0.0,0.053815535904039764,7.507537688442211,,52535,7872
2012/p1401-agustina,9153,2012.0,61132,10,0.0,2012,915.3,6.678903091882443,False,57598,0,3534,0,488,0.0,0.053315852725882226,0.0,0.057809330628803245,7.241803278688525,,57598,8665
2012/p1411-sun,9249,2012.0,61299,10,0.0,2012,924.9,6.627635420045411,False,56076,0,5223,0,689,0.0,0.07449453995026489,0.0,0.08520530514364019,7.580551523947751,,56076,8560
2012/p1421-junuzovic,8811,2012.0,58805,10,0.0,2012,881.1,6.674043808875269,False,56350,0,2455,0,329,0.0,0.037339689025082286,0.0,0.04174815066746025,7.462006079027356,,56350,8482
2012/p147-vines,9299,2012.0,57850,10,0.0,2012,929.9,6.22109904290784,False,53083,0,4767,0,654,0.0,0.07033014302613184,0.0,0.0824027657735523,7.2889908256880735,,53083,8645
2012/p157-lingel,3482,2012.0,22944,4,0.0,2012,870.5,6.589316484778863,False,20795,0,2149,0,301,0.0,0.08644457208500862,0.0,0.09366283124128312,7.1395348837209305,,20795,3181
2012/p167-dong,8645,2012.0,60391,10,0.0,2012,864.5,6.9856564488143436,False,53023,0,7368,0,995,0.0,0.11509543088490456,0.0,0.12200493451010912,7.405025125628141,,53023,7650
2012/p177-ljungblad,8836,2012.0,55331,10,0.0,2012,883.6,6.261996378451788,False,47331,0,8000,0,1173,0.0,0.13275237664101402,0.0,0.1445844101859717,6.820119352088661,,47331,7663
2012/p17-al-ani,8388,2012.0,58924,10,0.0,2012,838.8,7.02479732951836,False,54887,0,4037,0,515,0.0,0.06139723414401526,0.0,0.06851198153553731,7.8388349514563105,,54887,7873
2012/p187-yamauchi,7842,2012.0,58684,10,0.0,2012,784.2,7.483295077786279,52920,54161,1241,4523,198,624,0.0252486610558531,0.07957153787299158,0.021147161066048668,0.0770738190989026,7.248397435897436,6.267676767676767,52920,7020
2012/p197-poltrock,9013,2012.0,63238,10,0.0,2012,901.3,7.016309774769777,False,54636,0,8602,0,1179,0.0,0.13081105070453788,0.0,0.13602580726778202,7.296013570822731,,54636,7834
2012/p207-tausczik,8296,2012.0,56020,10,0.0,2012,829.6,6.752651880424301,False,50071,0,5949,0,853,0.0,0.10282063645130184,0.0,0.1061942163513031,6.974208675263775,,50071,7443
